id,is_result,value,incoming_cost,layer,pos,channel,is_api
99930,False,0.0000,3.3331,0,0.0266,46,False
99931,False,0.0000,2.3101,0,0.7672,1344,False
28168,False,0.0000,5.0484,1,0.4124,722,False
15935,False,0.0000,8.3588,1,0.3284,575,False
16094,False,0.0000,1.6287,1,0.3286,575,False
27779,False,0.0000,4.6392,0,0.3782,662,False
99932,False,0.0000,3.0134,0,0.1948,341,False
99933,True,3.6849,5.8087,0,0.6565,1150,False
99934,False,0.0000,4.7253,0,0.5145,901,False
99935,True,2.3430,1.1427,0,0.9496,1663,False
27764,False,0.0000,8.2077,1,0.2494,436,False
24690,False,0.0000,3.9664,1,0.2490,436,False
24191,False,0.0000,1.0000,1,0.2491,436,False
2068,False,0.0000,3.0824,1,0.2491,436,False
35186,False,0.0000,4.8085,1,0.9529,1669,False
35187,False,0.0000,3.9024,1,0.9530,1669,False
35188,False,0.0000,9.6374,1,0.9530,1669,False
27793,False,0.0000,7.5170,1,0.9528,1669,False
24401,False,0.0000,9.6082,1,0.9530,1669,False
35189,False,0.0000,2.1486,1,0.9527,1669,False
27892,False,0.0000,4.3820,0,0.7569,1326,False
26389,False,0.0000,7.9685,1,0.0933,163,False
83159,False,0.0000,6.5114,1,0.0015,2,False
83197,False,0.0000,3.0385,1,0.0014,2,False
27947,False,0.0000,2.5716,1,0.0012,2,False
88190,False,0.0000,5.0295,1,0.0012,2,False
89539,False,0.0000,5.2627,1,0.0013,2,False
89540,False,0.0000,1.9082,1,0.0014,2,False
18796,False,0.0000,9.0474,1,0.7943,1391,False
24189,False,0.0000,3.2232,1,0.7942,1391,False
27943,False,0.0000,4.9554,1,0.7942,1391,False
22897,False,0.0000,9.5468,1,0.7943,1391,False
15458,False,0.0000,1.0000,1,0.7941,1391,False
99936,False,0.0000,1.0000,1,0.7944,1391,False
113481,False,0.0000,3.0519,1,0.7943,1391,False
45167,False,0.0000,3.1349,1,0.1443,252,False
15446,False,0.0000,1.3493,1,0.8623,1510,False
27965,False,0.0000,3.2875,0,0.3883,680,False
99937,False,0.0000,10.5579,0,0.8243,1444,False
99938,True,4.0075,5.9838,0,0.0972,170,False
99939,False,0.0000,7.0645,0,0.3038,532,False
4879,False,0.0000,5.6933,1,0.9465,1658,False
7942,False,0.0000,3.5673,1,0.9468,1658,False
23596,False,0.0000,8.6483,1,0.9468,1658,False
21495,False,0.0000,4.1007,1,0.9465,1658,False
39122,False,0.0000,7.6532,1,0.2646,463,False
8620,False,0.0000,9.0132,1,0.9934,1740,False
74469,False,0.0000,2.9189,1,0.9933,1740,False
99940,False,0.0000,7.0042,1,0.9933,1740,False
80771,False,0.0000,3.3983,1,0.9935,1740,False
99941,False,0.0000,1.3876,1,0.9934,1740,False
2226,False,0.0000,1.0000,1,0.2285,400,False
5030,False,0.0000,5.2914,1,0.7782,1363,False
3267,False,0.0000,4.8005,1,0.1618,283,False
118239,False,0.0000,7.0655,1,0.1619,283,False
118276,False,0.0000,8.3880,1,0.1620,283,False
28035,False,0.0000,1.0000,1,0.7415,1299,False
81174,False,0.0000,5.1452,1,0.7417,1299,False
81175,False,0.0000,7.6748,1,0.7415,1299,False
81176,False,0.0000,8.5280,1,0.7419,1299,False
81185,False,0.0000,8.4283,1,0.7418,1299,False
115057,False,0.0000,3.1939,1,0.7423,1300,False
23936,False,0.0000,11.9582,1,0.1070,187,False
25999,False,0.0000,7.1344,1,0.1284,224,False
15486,False,0.0000,4.4707,1,0.7818,1369,False
17214,False,0.0000,7.0099,1,0.7817,1369,False
12113,False,0.0000,4.7645,1,0.3249,569,False
33898,False,0.0000,3.0491,1,0.5779,1012,False
28138,False,0.0000,4.8480,1,0.4673,818,False
119079,False,0.0000,5.9152,1,0.1203,210,False
12910,False,0.0000,7.0985,1,0.0250,43,False
28068,False,0.0000,5.4167,1,0.0246,43,False
5849,False,0.0000,1.0000,1,0.0250,43,False
3985,False,0.0000,7.8164,1,0.0997,174,False
33906,False,0.0000,6.6010,1,0.2608,456,False
27996,False,0.0000,7.6905,1,0.2600,455,False
40355,False,0.0000,8.0001,1,0.2970,520,False
6208,False,0.0000,11.4589,1,0.2973,520,False
45719,False,0.0000,2.2163,1,0.2970,520,False
96787,False,0.0000,2.0366,1,0.2970,520,False
96788,False,0.0000,3.7934,1,0.2969,520,False
15466,False,0.0000,5.9465,1,0.7064,1237,False
28558,False,0.0000,2.4295,1,0.7061,1237,False
80500,False,0.0000,2.1350,1,0.7063,1237,False
90413,False,0.0000,13.3230,1,0.8597,1506,False
15225,False,0.0000,7.0611,1,0.8600,1506,False
29406,False,0.0000,4.2068,1,0.8597,1506,False
90596,False,0.0000,7.4205,1,0.8597,1506,False
86076,False,0.0000,7.0570,1,0.8599,1506,False
86631,False,0.0000,1.0000,1,0.8601,1506,False
112874,False,0.0000,8.5059,1,0.9408,1648,False
1018,False,0.0000,6.4170,1,0.9408,1648,False
14404,False,0.0000,4.1977,1,0.4608,807,False
15605,False,0.0000,7.0245,1,0.3423,599,False
41183,False,0.0000,10.7224,1,0.3420,599,False
99942,False,0.0000,2.4885,1,0.3420,599,False
99943,False,0.0000,9.5547,1,0.3423,599,False
99944,False,0.0000,3.3083,1,0.3421,599,False
99945,False,0.0000,4.0575,1,0.3424,599,False
99946,False,0.0000,4.1306,1,0.3422,599,False
7600,False,0.0000,5.4621,1,0.2486,435,False
15292,False,0.0000,5.3474,1,0.4171,730,False
99947,True,3.4093,5.1737,0,0.5003,876,False
99948,True,2.5106,1.0000,0,0.1699,297,False
99949,True,4.3923,7.3155,0,0.8010,1403,False
99950,True,2.7990,1.7089,0,0.7879,1380,False
99951,False,0.0000,7.7433,0,0.5003,876,False
99952,True,2.9529,2.7204,0,0.7406,1297,False
99953,True,3.1318,3.4013,0,0.8816,1544,False
30017,False,0.0000,5.2751,1,0.6742,1181,False
28593,False,0.0000,9.0457,1,0.8621,1510,False
38706,False,0.0000,4.1900,1,0.8621,1510,False
30818,False,0.0000,6.9615,1,0.8624,1510,False
26362,False,0.0000,7.6844,1,0.8622,1510,False
24242,False,0.0000,3.3550,1,0.2914,510,False
1264,False,0.0000,2.6998,1,0.2914,510,False
28602,True,7.7086,9.6228,1,0.2912,510,False
1265,True,6.1274,5.5516,1,0.2915,510,False
89378,True,6.4903,5.9005,1,0.2912,510,False
28679,False,0.0000,6.9315,1,0.2177,381,False
28500,False,0.0000,4.9249,1,0.2177,381,False
95997,False,0.0000,5.2540,1,0.2178,381,False
96047,False,0.0000,2.6204,1,0.2177,381,False
35698,False,0.0000,7.7774,1,0.2176,381,False
9570,False,0.0000,4.6882,1,0.2180,381,False
16796,False,0.0000,5.2645,1,0.5539,970,False
8139,False,0.0000,3.9189,1,0.3141,550,False
28639,False,0.0000,5.2744,1,0.3135,549,False
26706,False,0.0000,1.0000,1,0.3136,549,False
12968,False,0.0000,9.7292,1,0.3136,549,False
25820,False,0.0000,3.0155,1,0.3137,549,False
110483,False,0.0000,5.9460,1,0.3136,549,False
26707,False,0.0000,2.2779,1,0.3137,549,False
110678,False,0.0000,4.9825,1,0.3139,549,False
28702,False,0.0000,2.8090,1,0.4217,738,False
28641,False,0.0000,10.1391,0,0.8943,1566,False
99954,False,0.0000,8.5310,0,0.9826,1721,False
35916,False,0.0000,7.3168,1,0.5196,910,False
18504,False,0.0000,4.3332,1,0.5195,910,False
111935,False,0.0000,5.1168,1,0.5198,910,False
28587,False,0.0000,6.4954,1,0.5196,910,False
111938,False,0.0000,4.6435,1,0.5198,910,False
41936,False,0.0000,3.2296,1,0.0119,20,False
31472,False,0.0000,7.2022,1,0.8805,1542,False
116680,False,0.0000,2.7999,1,0.8803,1542,False
87073,False,0.0000,6.3615,1,0.3173,555,False
29385,False,0.0000,3.6807,1,0.3172,555,False
48883,False,0.0000,3.4157,1,0.8096,1418,False
108847,False,0.0000,5.2073,1,0.8099,1418,False
31028,False,0.0000,7.2914,0,0.6595,1155,False
99955,True,3.7201,4.3759,0,0.6808,1192,False
99956,True,6.0799,12.5488,0,0.1206,211,False
99957,False,0.0000,4.7485,0,0.8941,1566,False
4421,False,0.0000,6.3902,1,0.3340,585,False
40052,False,0.0000,6.3686,1,0.3341,585,False
24328,False,0.0000,4.7834,1,0.1647,288,False
22654,False,0.0000,3.0876,1,0.1645,288,False
24337,False,0.0000,3.8395,1,0.1648,288,False
24338,False,0.0000,3.9235,1,0.1645,288,False
2580,False,0.0000,7.5502,1,0.5404,946,False
9996,False,0.0000,10.3452,1,0.7519,1317,False
88306,False,0.0000,7.5542,1,0.5718,1001,False
9179,False,0.0000,7.0372,1,0.7701,1349,False
8208,False,0.0000,5.4570,1,0.7701,1349,False
38398,False,0.0000,4.2245,1,0.7700,1349,False
111269,False,0.0000,3.4775,1,0.7701,1349,False
88500,False,0.0000,1.8836,1,0.7701,1349,False
31089,False,0.0000,5.0794,0,0.3387,593,False
99958,False,0.0000,1.0000,0,0.0007,1,False
5894,False,0.0000,8.9469,1,0.3113,545,False
31207,False,0.0000,6.1806,1,0.5248,919,False
26620,False,0.0000,8.5460,1,0.5246,919,False
25742,False,0.0000,5.3635,1,0.5246,919,False
49275,False,0.0000,6.5162,1,0.5250,919,False
25755,False,0.0000,5.1779,1,0.5247,919,False
31501,False,0.0000,4.6417,1,0.7947,1392,False
31584,False,0.0000,7.9196,0,0.6566,1150,False
99959,True,3.9136,6.6616,0,0.1371,240,False
99960,True,3.5243,5.9299,0,0.2564,449,False
99961,True,4.6964,9.6138,0,0.7788,1364,False
31563,False,0.0000,1.0426,0,0.1206,211,False
99962,False,0.0000,3.9217,0,0.9216,1614,False
15289,False,0.0000,2.8189,1,0.0289,50,False
13048,False,0.0000,4.1779,1,0.0287,50,False
5001,False,0.0000,1.0664,1,0.3077,539,False
26206,False,0.0000,10.2168,1,0.9928,1739,False
23050,False,0.0000,1.2960,1,0.9929,1739,False
3469,False,0.0000,5.2920,1,0.3752,657,False
23646,False,0.0000,7.6360,1,0.2324,407,False
31507,False,0.0000,2.5739,1,0.2325,407,False
5368,False,0.0000,8.9576,1,0.2082,364,False
35595,False,0.0000,3.4592,0,0.1282,224,False
99963,False,0.0000,5.9061,0,0.7307,1280,False
99964,False,0.0000,6.9617,0,0.9478,1660,False
35600,True,14.1399,9.9720,1,0.4906,859,False
5648,False,0.0000,1.4060,1,0.4905,859,False
99965,True,3.2251,2.4303,0,0.3709,649,False
99966,True,3.7468,6.0936,0,0.1676,293,False
26462,False,0.0000,3.3222,1,0.1247,218,False
35598,True,1.8421,3.7425,0,0.3568,625,False
99967,True,3.5384,9.5024,0,0.7687,1346,False
99968,True,3.6363,8.2869,0,0.6898,1208,False
90833,False,0.0000,4.8369,1,0.3832,671,False
94094,False,0.0000,4.5019,1,0.3834,671,False
35516,False,0.0000,10.8097,1,0.2682,469,False
105626,False,0.0000,10.0936,1,0.4090,716,False
75492,False,0.0000,1.0000,1,0.4088,716,False
75493,False,0.0000,5.6873,1,0.4090,716,False
31751,False,0.0000,5.8430,1,0.4088,716,False
7820,False,0.0000,7.7017,1,0.4089,716,False
15497,False,0.0000,4.1186,1,0.8154,1428,False
89244,False,0.0000,5.6359,1,0.8152,1428,False
31822,False,0.0000,3.2536,1,0.8152,1428,False
89245,False,0.0000,8.4264,1,0.8154,1428,False
80534,False,0.0000,2.0357,1,0.8153,1428,False
42107,False,0.0000,4.0637,1,0.7111,1245,False
12915,False,0.0000,9.2532,1,0.9855,1726,False
15361,False,0.0000,2.8549,1,0.9856,1726,False
21807,False,0.0000,7.7795,1,0.9855,1726,False
10607,False,0.0000,2.4472,1,0.6893,1207,False
113690,False,0.0000,1.0683,1,0.2000,350,False
15049,False,0.0000,2.6011,1,0.2001,350,False
95805,False,0.0000,1.0000,1,0.2001,350,False
15326,False,0.0000,4.0319,1,0.5607,982,False
74164,False,0.0000,4.6164,1,0.2396,419,False
5952,False,0.0000,3.5195,1,0.2302,403,False
34183,False,0.0000,1.7018,1,0.2304,403,False
15659,True,12.8038,9.2119,1,0.7539,1320,False
34198,False,0.0000,2.9167,0,0.6293,1102,False
99969,True,1.2695,1.1236,0,0.0912,159,False
99970,True,3.3892,7.8661,0,0.4245,743,False
99971,True,1.9713,3.7112,0,0.8888,1557,False
26407,False,0.0000,4.1590,1,0.3908,684,False
26502,False,0.0000,6.3719,1,0.3909,684,False
90350,False,0.0000,6.4081,1,0.5801,1016,False
23390,False,0.0000,5.1664,1,0.5803,1016,False
23421,False,0.0000,7.2441,1,0.5801,1016,False
2519,False,0.0000,6.4823,1,0.5800,1016,False
10326,False,0.0000,7.7495,1,0.5802,1016,False
49950,False,0.0000,6.6584,1,0.5800,1016,False
92269,False,0.0000,3.4657,1,0.2515,440,False
82586,False,0.0000,4.7994,1,0.5370,940,False
2073,False,0.0000,5.2385,1,0.1392,243,False
14331,False,0.0000,2.3637,1,0.1388,243,False
34043,False,0.0000,8.7859,1,0.5032,881,False
119816,False,0.0000,1.0000,1,0.7294,1277,False
17950,False,0.0000,4.5452,1,0.7830,1371,False
108907,False,0.0000,6.0912,1,0.7829,1371,False
108908,False,0.0000,7.1272,1,0.7829,1371,False
17951,False,0.0000,6.0062,1,0.7830,1371,False
40034,False,0.0000,2.2057,1,0.7828,1371,False
15227,False,0.0000,9.6734,1,0.7826,1371,False
34397,False,0.0000,3.3202,1,0.4134,724,False
29977,False,0.0000,3.5906,1,0.4137,724,False
13140,False,0.0000,6.7429,1,0.4135,724,False
26503,False,0.0000,6.3371,1,0.7986,1399,False
34351,False,0.0000,2.3031,1,0.7987,1399,False
41917,False,0.0000,3.4708,1,0.7990,1399,False
34383,False,0.0000,1.4204,1,0.8444,1479,False
28240,False,0.0000,7.0185,1,0.8443,1479,False
8947,False,0.0000,5.1947,1,0.8444,1479,False
99972,False,0.0000,1.0000,1,0.8443,1479,False
5888,False,0.0000,6.8701,1,0.8447,1479,False
99973,False,0.0000,7.5243,1,0.8447,1479,False
2324,False,0.0000,9.1776,1,0.8446,1479,False
34711,False,0.0000,4.1486,1,0.2712,475,False
118260,False,0.0000,7.3630,1,0.8668,1518,False
8524,False,0.0000,7.6805,1,0.8669,1518,False
11216,False,0.0000,3.2335,1,0.4506,789,False
10230,False,0.0000,2.6862,1,0.1868,327,False
34887,False,0.0000,6.2688,1,0.9421,1650,False
34572,False,0.0000,3.0545,1,0.9423,1650,False
50235,False,0.0000,3.8945,1,0.9422,1650,False
74282,False,0.0000,7.1530,1,0.9423,1650,False
25811,False,0.0000,4.9434,1,0.9421,1650,False
74323,False,0.0000,2.9220,1,0.9420,1650,False
74329,False,0.0000,2.5264,1,0.9421,1650,False
34920,False,0.0000,8.4097,1,0.2408,421,False
18551,False,0.0000,5.1142,1,0.2406,421,False
74353,False,0.0000,9.9926,1,0.2407,421,False
74356,False,0.0000,6.2289,1,0.2406,421,False
41920,False,0.0000,4.1272,1,0.2404,421,False
80472,False,0.0000,1.8942,1,0.3428,600,False
34921,False,0.0000,6.3686,1,0.3426,600,False
41192,False,0.0000,2.5391,1,0.3429,600,False
21396,False,0.0000,8.4958,1,0.3428,600,False
95457,False,0.0000,8.8398,1,0.3428,600,False
95458,False,0.0000,7.3045,1,0.3429,600,False
23586,True,11.8201,6.2171,1,0.4908,859,False
34967,True,11.0316,1.0000,1,0.4908,859,False
23952,True,12.2391,6.4954,1,0.4907,859,False
99974,True,3.1685,7.5057,0,0.6900,1208,False
99975,True,3.2816,8.3695,0,0.0829,145,False
12913,False,0.0000,3.0861,1,0.8857,1551,False
26490,False,0.0000,5.0395,1,0.9791,1715,False
17215,True,11.8731,4.5233,1,0.8860,1552,False
17946,False,0.0000,1.9765,1,0.0577,101,False
77785,False,0.0000,11.3462,1,0.0581,101,False
16074,False,0.0000,5.0857,1,0.0579,101,False
37147,False,0.0000,3.3789,1,0.0580,101,False
35081,False,0.0000,4.9571,1,0.0581,101,False
37151,False,0.0000,5.0095,1,0.0578,101,False
26016,False,0.0000,9.6966,1,0.1607,281,False
17257,False,0.0000,3.3304,1,0.1608,281,False
77815,False,0.0000,10.3917,1,0.3851,674,False
35218,False,0.0000,4.9795,1,0.3849,674,False
114233,False,0.0000,4.0513,1,0.3849,674,False
4724,False,0.0000,7.9839,1,0.8526,1493,False
35192,False,0.0000,6.8875,1,0.5586,978,False
7391,False,0.0000,9.5406,1,0.5590,979,False
83645,False,0.0000,8.7740,1,0.7651,1340,False
3496,False,0.0000,2.5991,1,0.1401,245,False
23724,False,0.0000,8.7054,1,0.2607,456,False
35333,False,0.0000,5.6521,1,0.2607,456,False
9878,False,0.0000,10.8818,1,0.4860,851,False
35471,False,0.0000,7.5230,0,0.7681,1345,False
99976,False,0.0000,8.4768,0,0.0146,25,False
99977,True,3.6989,8.3216,0,0.7250,1270,False
99978,False,0.0000,2.8024,0,0.1824,319,False
99979,True,4.7176,11.4593,0,0.6595,1155,False
25535,False,0.0000,3.1507,1,0.3509,614,False
29472,False,0.0000,3.6192,1,0.5458,956,False
116826,False,0.0000,5.3577,1,0.5458,956,False
116887,False,0.0000,5.3124,1,0.5458,956,False
89485,False,0.0000,6.3160,1,0.5458,956,False
89486,False,0.0000,4.9596,1,0.5462,956,False
35433,False,0.0000,3.7639,1,0.5458,956,False
93227,False,0.0000,5.5017,1,0.5350,937,False
18036,False,0.0000,4.3376,1,0.4219,739,False
27678,False,0.0000,6.8760,1,0.4221,739,False
31695,False,0.0000,9.0704,1,0.4222,739,False
29471,False,0.0000,4.5904,1,0.4223,739,False
35468,False,0.0000,5.8173,1,0.4220,739,False
2951,False,0.0000,5.6086,1,0.8935,1565,False
3743,False,0.0000,4.2137,1,0.6582,1153,False
25792,False,0.0000,10.5651,1,0.6584,1153,False
31543,False,0.0000,1.7880,1,0.6583,1153,False
105148,False,0.0000,5.6857,1,0.6586,1153,False
35428,False,0.0000,2.6800,1,0.6582,1153,False
1270,False,0.0000,3.0705,1,0.6585,1153,False
35447,False,0.0000,1.8400,1,0.0418,73,False
25487,False,0.0000,12.6049,1,0.0422,73,False
41400,False,0.0000,6.1247,1,0.0421,73,False
92266,False,0.0000,2.1033,1,0.0422,73,False
93814,False,0.0000,4.1835,1,0.0420,73,False
43020,False,0.0000,11.0938,1,0.3479,609,False
764,False,0.0000,3.1522,1,0.3477,609,False
119818,False,0.0000,3.2441,1,0.3479,609,False
30840,False,0.0000,4.3213,1,0.3479,609,False
35482,False,0.0000,4.4965,1,0.4984,873,False
99980,False,0.0000,2.2753,1,0.4984,873,False
99981,False,0.0000,6.8820,1,0.4987,873,False
99982,True,1.1175,1.5547,0,0.0264,46,False
99983,True,4.3636,12.4403,0,0.4116,721,False
99984,True,1.9694,4.3748,0,0.1954,342,False
15893,False,0.0000,5.1590,1,0.6135,1074,False
118515,False,0.0000,2.3721,1,0.5609,982,False
35486,False,0.0000,7.4986,1,0.5608,982,False
5974,False,0.0000,3.7006,1,0.5606,982,False
46463,False,0.0000,5.6871,1,0.5610,982,False
46464,False,0.0000,7.9830,1,0.5608,982,False
52137,False,0.0000,5.5391,1,0.7548,1322,False
22516,False,0.0000,3.7074,1,0.4182,732,False
18320,False,0.0000,1.6593,1,0.4180,732,False
14138,False,0.0000,7.1213,1,0.4182,732,False
14139,False,0.0000,4.9579,1,0.4179,732,False
38826,False,0.0000,2.1705,1,0.4182,732,False
7804,False,0.0000,3.4448,1,0.5132,899,False
98196,False,0.0000,2.2921,1,0.3839,672,False
107343,False,0.0000,4.6136,1,0.3839,672,False
6845,False,0.0000,4.2992,1,0.3837,672,False
95487,False,0.0000,1.2949,1,0.3836,672,False
35518,False,0.0000,9.1328,1,0.3839,672,False
23956,False,0.0000,7.3043,1,0.3841,672,False
35539,False,0.0000,13.3980,1,0.4753,832,False
99985,False,0.0000,5.3099,0,0.4056,710,False
99986,False,0.0000,5.0836,0,0.4527,793,False
99987,False,0.0000,4.8610,0,0.6829,1196,False
99988,True,3.6615,9.1262,0,0.8091,1417,False
99989,True,3.0762,7.6408,0,0.6868,1203,False
99990,False,0.0000,1.0844,0,0.8203,1437,False
16180,False,0.0000,3.6711,1,0.3734,654,False
23307,False,0.0000,11.4889,1,0.1844,323,False
35535,False,0.0000,1.0000,1,0.1846,323,False
111128,False,0.0000,3.2634,1,0.1846,323,False
34062,False,0.0000,5.8359,1,0.1844,323,False
8584,False,0.0000,4.3998,1,0.1847,323,False
78148,False,0.0000,2.9471,1,0.1844,323,False
35541,False,0.0000,4.9894,1,0.3585,628,False
45112,False,0.0000,4.3234,1,0.2987,523,False
35646,False,0.0000,7.6178,1,0.7585,1328,False
758,False,0.0000,1.7825,1,0.7582,1328,False
770,False,0.0000,1.0000,1,0.7583,1328,False
30010,False,0.0000,9.5675,1,0.7581,1328,False
14035,False,0.0000,2.6858,1,0.7584,1328,False
35690,False,0.0000,7.0423,1,0.7012,1228,False
15727,False,0.0000,11.7879,1,0.7014,1228,False
8201,False,0.0000,9.6737,1,0.7014,1228,False
3857,False,0.0000,1.0000,1,0.7011,1228,False
99991,False,0.0000,1.5185,1,0.7013,1228,False
99992,False,0.0000,1.9086,1,0.7014,1228,False
35755,False,0.0000,6.8551,1,0.4841,848,False
99993,False,0.0000,9.3103,1,0.4842,848,False
99994,False,0.0000,4.5523,0,0.4048,709,False
28543,False,0.0000,6.5389,1,0.2096,367,False
30541,False,0.0000,5.5455,1,0.2097,367,False
42071,False,0.0000,2.5325,1,0.1411,247,False
35818,False,0.0000,4.0665,0,0.8141,1426,False
46911,False,0.0000,3.7297,1,0.9550,1673,False
23177,False,0.0000,9.4607,1,0.9202,1612,False
6393,False,0.0000,6.4785,1,0.9471,1659,False
28466,False,0.0000,5.7930,1,0.3340,585,False
40179,False,0.0000,4.8175,1,0.3344,585,False
78441,False,0.0000,5.4803,1,0.3398,595,False
35940,False,0.0000,5.5961,1,0.3868,677,False
26691,False,0.0000,3.5970,1,0.3867,677,False
74070,False,0.0000,6.2628,1,0.3868,677,False
36000,False,0.0000,2.3452,1,0.1189,208,False
95943,False,0.0000,8.2919,1,0.0001,0,False
8494,False,0.0000,2.2993,1,0.0003,0,False
35945,False,0.0000,6.9331,1,0.0003,0,False
23658,False,0.0000,1.1826,1,0.5951,1042,False
36089,False,0.0000,8.3573,1,0.5952,1042,False
99995,False,0.0000,7.3817,1,0.5950,1042,False
99996,False,0.0000,4.5901,1,0.5951,1042,False
35601,False,0.0000,6.5437,1,0.5950,1042,False
99997,False,0.0000,3.0148,1,0.5951,1042,False
38933,False,0.0000,6.5130,1,0.9327,1634,False
74205,False,0.0000,6.6842,1,0.9329,1634,False
26623,False,0.0000,1.0000,1,0.2926,512,False
36105,False,0.0000,7.4087,1,0.9733,1705,False
7617,False,0.0000,2.7406,1,0.9724,1703,False
28622,False,0.0000,2.2269,1,0.1739,304,False
8289,False,0.0000,5.8654,1,0.1659,290,False
35652,False,0.0000,4.4355,1,0.0207,36,False
50987,True,8.1009,1.0000,1,0.0905,158,False
24202,False,0.0000,4.7798,1,0.3320,581,False
36142,False,0.0000,10.6719,0,0.9831,1722,False
99998,True,2.5020,5.3099,0,0.9802,1717,False
99999,True,2.4462,5.2752,0,0.4022,704,False
100000,False,0.0000,3.5603,0,0.5226,915,False
19615,True,12.3976,3.6681,1,0.3698,647,False
36170,False,0.0000,8.1358,1,0.0987,172,False
108531,False,0.0000,8.5122,1,0.3005,526,False
24909,False,0.0000,5.9992,1,0.3004,526,False
34172,False,0.0000,4.4383,1,0.4347,761,False
53025,False,0.0000,5.7547,1,0.4017,703,False
8808,False,0.0000,1.0000,1,0.6714,1176,False
825,False,0.0000,5.2697,1,0.6714,1176,False
36204,False,0.0000,4.1525,1,0.0917,160,False
805,False,0.0000,6.6381,1,0.5121,897,False
2993,False,0.0000,1.0000,1,0.5329,933,False
36530,False,0.0000,2.6611,1,0.5601,981,False
4767,False,0.0000,5.2411,1,0.8713,1526,False
36422,False,0.0000,7.6607,1,0.8711,1526,False
32735,False,0.0000,4.5265,1,0.8715,1526,False
7887,False,0.0000,5.3409,1,0.8713,1526,False
95694,False,0.0000,5.5059,1,0.8073,1414,False
88321,False,0.0000,6.2374,1,0.8071,1414,False
18027,False,0.0000,1.8357,1,0.8073,1414,False
88322,False,0.0000,6.6735,1,0.8072,1414,False
32728,False,0.0000,12.2080,1,0.5636,987,False
46799,False,0.0000,6.6085,1,0.5635,987,False
35526,False,0.0000,6.8889,1,0.5638,987,False
43104,False,0.0000,8.1745,1,0.5634,987,False
7401,False,0.0000,3.8256,1,0.5631,986,False
7323,False,0.0000,3.3050,1,0.7652,1340,False
589,False,0.0000,4.0047,1,0.7651,1340,False
9568,False,0.0000,6.1114,1,0.7651,1340,False
36208,False,0.0000,8.4385,1,0.7653,1340,False
83649,False,0.0000,5.5275,1,0.7651,1340,False
35170,False,0.0000,1.4023,1,0.7652,1340,False
9090,False,0.0000,1.0000,1,0.4037,707,False
12964,False,0.0000,6.3861,1,0.4038,707,False
86722,False,0.0000,8.4648,1,0.4036,707,False
100001,False,0.0000,3.3747,1,0.4038,707,False
15596,False,0.0000,4.5936,1,0.4038,707,False
92077,False,0.0000,5.1904,1,0.4694,822,False
100002,True,2.8468,4.9810,0,0.6595,1155,False
100003,True,3.6352,7.4789,0,0.8091,1417,False
26840,False,0.0000,4.3674,1,0.9306,1630,False
119104,True,10.9971,6.2454,1,0.9307,1630,False
23107,False,0.0000,1.6456,1,0.7931,1389,False
24351,False,0.0000,4.6780,1,0.7933,1389,False
10945,False,0.0000,1.0000,1,0.7932,1389,False
14254,False,0.0000,7.3717,1,0.8675,1519,False
17543,False,0.0000,6.0471,1,0.1887,330,False
38968,False,0.0000,8.0911,1,0.9328,1634,False
13138,False,0.0000,3.8346,1,0.9322,1633,False
37268,False,0.0000,3.1836,1,0.9323,1633,False
32167,False,0.0000,8.5012,1,0.9268,1623,False
47650,False,0.0000,5.9632,1,0.9272,1624,False
13040,False,0.0000,1.8602,1,0.5657,991,False
89106,False,0.0000,3.5011,1,0.6856,1201,False
10084,False,0.0000,3.0941,1,0.6864,1202,False
17682,False,0.0000,4.8193,1,0.2776,486,False
76080,False,0.0000,5.9327,1,0.2784,487,False
37401,False,0.0000,2.4522,1,0.2781,487,False
788,False,0.0000,1.0000,1,0.2782,487,False
100004,False,0.0000,6.4167,1,0.2785,487,False
100005,False,0.0000,9.0170,1,0.2783,487,False
23940,False,0.0000,1.0000,1,0.7988,1399,False
42291,False,0.0000,8.6605,1,0.7987,1399,False
91552,False,0.0000,8.5184,1,0.5379,942,False
37457,False,0.0000,2.1340,1,0.5380,942,False
24579,False,0.0000,2.1686,1,0.1705,298,False
37456,False,0.0000,1.9517,1,0.1705,298,False
18331,False,0.0000,6.4978,1,0.1704,298,False
18406,False,0.0000,6.5597,1,0.1702,298,False
24580,False,0.0000,4.0483,1,0.1703,298,False
18047,False,0.0000,4.1942,1,0.1703,298,False
86008,False,0.0000,6.7427,1,0.6874,1204,False
37471,False,0.0000,1.0000,1,0.6770,1186,False
7638,False,0.0000,2.2706,1,0.4145,726,False
81301,False,0.0000,5.5650,1,0.4148,726,False
37536,False,0.0000,9.4957,1,0.1870,327,False
27106,False,0.0000,8.1867,1,0.1869,327,False
18025,False,0.0000,2.9963,1,0.8980,1573,False
37509,False,0.0000,7.5117,1,0.8980,1573,False
114411,False,0.0000,4.8085,1,0.2816,493,False
22967,False,0.0000,4.3725,1,0.2815,493,False
86989,False,0.0000,1.2117,1,0.2646,463,False
37548,True,7.6097,7.5810,1,0.8603,1507,False
100006,False,0.0000,10.4920,1,0.8603,1507,False
100007,False,0.0000,5.0814,1,0.8603,1507,False
100008,True,5.0222,6.0698,1,0.8606,1507,False
86895,False,0.0000,3.9193,1,0.8605,1507,False
100009,True,5.4457,6.3224,1,0.8607,1507,False
90811,True,4.3681,2.4610,1,0.8606,1507,False
